mfccs_mean_0,mfccs_mean_1,mfccs_mean_2,mfccs_mean_3,mfccs_mean_4,mfccs_mean_5,mfccs_mean_6,mfccs_mean_7,mfccs_mean_8,mfccs_mean_9,mfccs_mean_10,mfccs_mean_11,mfccs_mean_12,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,zero_crossing_rate_mean,file_name
-40.81154,86.80334,-26.940329,34.944286,-20.04464,21.66503,-23.949266,19.2741,-17.52948,18.05118,-16.0186,12.443823,-13.879082,2648.809544128405,2384.074867259157,5546.0321767147625,0.15107338795436967,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00074.wav
-98.18701,92.406166,2.659,19.365164,3.5725617,-1.7528334,-1.7048805,-3.1811252,-9.103381,-4.084536,-5.1873956,-5.4817677,-4.2330327,2564.2888412274115,2669.9240408934897,5388.221942521027,0.12072102486948956,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00017.wav
-108.56484,69.97128,14.885138,45.513443,-5.374344,41.795094,-13.517867,32.5666,-20.381012,23.436947,-12.128746,18.002754,-9.027057,3078.4715203424153,2709.9647708913444,6405.67828043431,0.15421266253383603,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00053.wav
-24.816133,73.69842,-11.7444935,28.304634,6.291743,2.1907132,8.419229,12.195893,-4.057585,13.498219,1.8683927,-0.925946,0.5338902,2722.8382056047735,2569.440633678847,5472.246935614224,0.1446281579262452,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00005.wav
-81.30502,106.47955,-9.540607,17.966782,3.0102844,8.3009615,3.889344,4.250727,-3.7409382,-2.074669,-2.2095342,-4.5908613,-1.1636226,2248.030510146551,2368.674846952351,4609.5460117278135,0.10971902491782676,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00045.wav
-280.8543,120.81254,-37.62976,28.712122,-10.775235,-6.4053197,-13.794428,-4.07455,-14.849012,4.7964478,-20.164259,-5.091476,-6.790002,1710.9750338855315,1620.237854066107,3238.8652049195184,0.08700922636310905,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00047.wav
-197.21649,83.3477,-38.580997,43.675888,-7.3024435,25.634619,-8.659459,13.366769,-12.161141,12.144546,-12.045272,10.619484,-2.3993301,2455.2491577692717,2100.2474542715263,4726.57972012761,0.15141816814095127,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00084.wav
-104.13797,105.871155,-14.32759,36.710423,-10.330669,16.791773,-6.818429,8.131199,-4.46437,0.9813637,-10.006949,0.37547293,-1.7045553,2116.937132007475,2114.1336867953573,4349.140806264501,0.10326298760150812,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00020.wav
-57.955585,68.42821,-15.226618,23.4141,14.886023,13.217155,2.1807866,12.793448,0.048980452,12.763607,0.0070237527,3.38002,0.84366643,2737.358914673473,2613.804056295593,5710.012308756511,0.1314991138599537,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00012.wav
-95.26958,82.22649,-26.235989,37.510376,-16.362791,25.28815,-21.807663,21.805656,-20.065622,16.303896,-16.12241,14.430956,-11.909069,2847.3774256059246,2460.224228637339,5925.935834632395,0.17634505812548337,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00073.wav
-111.09919,94.025856,12.438059,16.629438,8.1260395,15.663839,-1.4103327,7.014441,0.9597831,-1.4994508,-3.0789328,-5.0989857,-3.715649,2298.1112240567795,2566.1150752624544,4889.646293275712,0.09652545382318953,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00000.wav
-128.43967,67.262436,-36.92178,40.891,-21.749369,23.135218,-13.251677,13.081553,-14.004083,17.787027,-15.169231,16.377792,-10.453286,2902.9084645115768,2302.244809669843,5470.108067629785,0.18406730350928074,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00072.wav
-57.81615,86.559784,-11.807115,38.770008,2.3708022,8.826809,-1.2821876,9.910632,-1.6604491,9.840833,3.0085049,7.504814,1.7077206,2450.056640885936,2387.70491588244,5023.3482272331785,0.1244871725154679,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00033.wav
-133.85442,93.47158,-24.21527,61.422466,-22.842373,30.967571,-14.948222,20.224098,-9.285205,15.77714,-8.730885,11.959778,-5.31978,2481.7391882072357,2178.6360814569034,4956.558659458382,0.13436042331303172,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00096.wav
-26.572124,52.05681,4.1798263,12.867351,16.744804,10.1250925,4.477274,6.3274975,1.1676531,0.6514689,4.6326404,2.135598,-3.3680084,3637.157091722293,3198.9280541157386,7770.988276718387,0.19001126860982212,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00037.wav
-123.83839,89.85542,-1.8465987,51.16645,-16.249851,28.27051,-12.485133,19.029924,-13.273392,18.4808,-13.773316,12.865,-8.755854,2457.2908366769266,2400.4584636650143,5267.457810687355,0.11746997051430781,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00092.wav
-100.28072,109.986755,-26.644407,36.837772,-10.409534,28.786537,-14.84601,21.287558,-19.685312,18.507954,-16.396866,9.154231,-13.790873,2139.9275394701563,2190.4788401887386,4527.826423379495,0.1002388915071539,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00087.wav
-124.16993,90.155014,-11.328686,10.931417,-1.1485722,-3.7591834,-0.8579286,-3.8354802,-3.7047462,-0.25987902,-5.8160195,-3.43834,-4.632643,2410.17299144527,2575.783795970125,5080.412048198231,0.09966035564095127,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00025.wav
-167.48877,112.50459,-4.578629,37.091393,-8.612248,27.814657,-14.70463,18.51487,-16.473206,13.755432,-13.324283,10.204631,-11.572749,1959.0741388861084,2210.6474517094857,4352.013565382105,0.08998536289153132,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00083.wav
-115.077194,70.42093,31.231396,11.171844,13.070835,3.878579,1.8067201,4.9745398,-1.0353943,3.9286358,-1.2870669,-0.6889939,-1.0698988,3248.710113626103,3305.0654052212344,7422.743256960557,0.12404534029389018,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00021.wav
-78.310104,80.05325,-9.145553,25.454123,-3.3875406,16.801464,7.2613983,1.8166611,0.4876321,6.316795,1.4947494,2.1649706,0.6583117,2606.2991274506444,2534.060693426273,5354.906263594838,0.1264267026778809,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00040.wav
-53.1693,57.173725,21.160828,11.3052635,18.118341,1.6628118,0.3451027,2.3239794,-5.1052694,2.747911,3.1522436,-5.5144777,-3.1615028,3592.2181145867817,3398.4114032727275,8074.817942466648,0.153338438950116,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00002.wav
-23.554237,57.342735,6.998448,16.543451,5.511961,11.862946,1.6884779,5.4613194,2.7518313,7.3380203,1.9618068,1.265359,-2.3449988,3347.8914159725437,3013.0752700610165,7057.02020419446,0.16203007178074247,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00036.wav
-70.546455,90.50209,-48.061337,36.66895,-17.68213,21.58345,-30.1917,24.033106,-20.452553,14.475555,-18.49691,9.121702,-12.047788,2590.895265318272,2163.0263132154587,5061.243667071491,0.16977497522718485,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00052.wav
-51.742363,70.33154,-3.8982093,49.74502,1.5872374,35.711365,-4.094437,24.790552,-9.714731,22.04633,-6.1153893,17.181833,-2.779346,2583.5803998593105,2626.602117682715,5856.390083472303,0.0997170007975638,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00063.wav
-219.4053,94.67405,12.12384,48.86188,-7.2065644,16.64001,-15.078675,21.71575,-19.993557,13.237187,-15.69585,5.05655,-15.275194,2144.4212945283607,2414.5894493235623,4958.257334414879,0.08474190956109823,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00080.wav
-122.0258,116.833405,28.316164,24.712555,10.907239,-1.8973352,-1.3955237,-0.9501112,-3.5476987,-2.6201527,-1.1254319,-4.189509,-2.5425727,1776.2078695953194,2452.39520455993,3874.369482761746,0.05384424243522815,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00041.wav
-118.40577,114.235756,-6.7641063,37.393322,-17.423431,28.37048,-23.71712,9.281445,-10.434624,12.624007,-5.141177,12.2523575,-3.8654873,1931.0406859349848,2209.1348619329783,4516.06060125435,0.0836037195475638,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00069.wav
-123.33121,86.98849,-22.510223,6.942469,8.465197,12.644244,-0.8552823,-0.8346987,-3.2606728,2.6243713,-0.7705086,-0.41433406,-3.8346293,2446.973203805007,2449.1310646825214,4958.0408366263055,0.12325117519818252,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00032.wav
-105.02221,80.18619,-41.07682,54.002163,-8.363626,25.715185,-12.457802,28.7062,-15.013625,15.607914,-7.6197176,12.427018,-7.360461,2617.495747563951,2156.578982396535,4986.227183330917,0.15433765951276102,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00048.wav
-45.837555,101.74323,-32.09262,34.283173,-17.53784,32.319088,-15.645128,22.037209,-16.113321,18.675735,-13.077868,16.480183,-9.910721,2376.0247896611013,2258.317118856743,5006.06171149942,0.12873971323955916,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00050.wav
-107.419014,91.06335,-8.360448,34.299164,-1.9180146,3.7762592,10.525865,5.5680933,6.945284,4.772103,0.68487185,-3.846765,-2.577472,2328.0941748431023,2431.626228701913,4866.670443010441,0.10115843121616395,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00039.wav
-109.0909,106.83238,-18.271952,23.419096,-17.746166,19.014435,-13.604414,18.686167,-18.363712,18.390692,-9.70916,11.85656,-5.552552,2280.0273192565046,2270.0535108917884,4829.1746913971865,0.11017558488012374,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00059.wav
-116.93205,75.749084,-4.221549,37.290447,-5.326528,31.37679,-12.156291,22.918867,-11.431438,14.620313,-13.048337,13.39182,-13.21757,2825.987251028338,2680.412391387406,6233.179503969693,0.12045063865525908,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00097.wav
-155.67004,60.623177,23.156448,31.176702,25.046492,16.90212,9.445917,8.451036,5.319857,6.5556526,5.769587,3.9236524,7.5681057,2908.67464508436,2990.1379592166795,6348.173137054089,0.10118297745069606,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00027.wav
-44.433094,52.32051,3.242855,43.93931,12.584174,24.506044,4.9235034,15.30651,2.041092,10.386366,-1.4623228,8.834608,0.41668227,3045.783197240785,2720.412267311668,6206.430158943966,0.1495607339559387,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00003.wav
-95.046036,109.33905,-30.173485,16.371214,20.041512,11.963911,3.490323,6.177454,5.2048135,8.618461,0.33158287,0.38170958,0.5376681,2117.6008935704253,2143.8668308789474,4198.641535854118,0.10365534971964424,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00019.wav
-93.356636,77.85465,-8.789851,42.06367,-11.246892,24.241188,-17.913877,22.249002,-16.031782,16.692522,-15.664026,15.410893,-18.117002,2956.0791122863557,2599.631125753222,6131.50048488254,0.1626135168938515,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00068.wav
-77.267006,89.39314,-34.23403,38.691704,-22.262562,31.242887,-16.381735,22.33546,-16.01921,19.276945,-13.239378,16.7234,-10.390649,2650.7330123265733,2308.757448778504,5370.86048524507,0.15762987601508122,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00051.wav
-62.335667,92.05891,-19.73222,17.626944,-3.195096,5.4077826,-4.0143547,8.878788,-2.5088317,3.154782,-0.5376993,-1.5001122,1.2933992,2403.5943006159314,2394.759734193427,4900.7438641966355,0.12164094221287702,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00042.wav
-91.98377,87.6401,-2.0667956,34.27815,-18.12457,19.34566,-14.665754,17.112078,-15.336204,17.028183,-13.534051,11.835089,-9.81468,2549.269756774819,2485.5245481826305,5583.144893779002,0.11583368075696056,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00061.wav
-56.88446,97.001236,-17.859026,44.92799,-6.9238253,23.798044,-23.31005,25.989113,-10.4754715,10.442651,-15.224969,10.02523,-9.1656065,2309.274600517877,2278.1626470496617,4945.325754966648,0.11758099502126837,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00077.wav
-40.076855,56.219803,23.692863,31.93953,2.4548008,2.5702763,-2.4864347,3.1007562,1.8817089,3.3470368,-0.00181484,-1.5163457,-2.451519,3391.3650850232443,3108.933195274144,7203.947261093387,0.1595289992991106,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00013.wav
-86.06048,87.53962,-20.164946,53.994804,-1.0499108,19.554422,-4.0692763,21.03328,-19.54656,12.379771,-22.007032,9.582277,-15.912197,2460.976249719336,2302.7645721470553,5018.7851199971,0.13702236803944315,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00093.wav
-91.60158,99.44184,-8.968848,40.157185,-18.011236,22.539673,-21.947449,15.766949,-25.639265,17.657349,-13.664313,15.622417,-15.459026,2418.030526971729,2432.2940291263426,5386.464979698376,0.11256940919856923,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00099.wav
-182.81174,124.19492,-10.053613,41.57794,-7.377843,26.939072,-12.35473,19.813566,-16.044252,16.194204,-10.250695,3.1294541,-8.979432,1755.0626026809584,2043.0329118120305,3815.532045297999,0.07692752138921113,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00056.wav
-143.2467,122.61794,-23.91729,28.138706,-23.6903,23.092947,-17.904812,18.74588,-18.637712,18.351133,-13.917981,9.725552,-12.233235,1937.5108828466307,2099.6513207178596,4163.010995957801,0.0924305454853055,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00057.wav
-71.953896,46.87051,21.02663,29.955154,9.50348,2.3987136,8.242609,2.5120273,-2.159383,0.44539663,-0.22787972,-1.5480235,-3.60627,3708.1110849955126,3249.5970110747917,7808.475701493619,0.17288668249709976,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00022.wav
-97.904755,101.02156,-40.56285,51.033695,-11.7087,25.062586,-14.040237,17.196808,-9.614368,16.974564,-7.166897,11.722058,-5.717738,2238.5348872355758,2023.290677402401,4384.238428527407,0.13140618957849962,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00088.wav
-125.7326,101.78745,-17.478825,33.670853,-15.239169,23.698208,-8.662551,18.543148,-14.054488,19.96738,-15.139362,12.968243,-14.305062,2259.6134225197134,2273.0172811820316,4889.502632866879,0.11419814626836813,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00046.wav
-68.92688,63.117622,-15.855327,28.002327,8.173502,7.323385,-4.9316792,9.490028,-0.974049,-1.5963366,-6.1843934,-3.936597,-1.1669567,3016.9654959671584,2623.440908104261,5955.0381335194315,0.1706677028953983,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00009.wav
-81.762085,97.613686,-27.614212,36.65628,-17.259203,30.749075,-15.952651,20.968424,-16.221739,17.413185,-13.369761,15.092774,-10.377819,2449.2386358180374,2311.514117756808,5184.522503987819,0.13458360523008508,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00070.wav
-51.765152,55.671795,11.406057,7.478551,12.002954,6.2611246,4.352581,4.310239,-5.940638,0.5639912,3.5921662,-2.3924637,-5.827445,3623.47282265526,3229.7424316853844,7702.866414860064,0.17633637253480278,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00035.wav
-45.15996,98.66788,-24.665955,40.495197,-18.095556,26.117126,-12.685221,13.979276,-15.417927,16.17709,-14.375686,8.136641,-11.938592,2396.9886992287784,2208.6154032949166,4920.578392365139,0.13527580904389017,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00049.wav
-41.315144,62.78868,7.3239293,12.122529,6.358506,9.253,3.0642161,13.849786,0.15274537,8.056879,-2.6997385,-7.2205544,-3.241377,3132.9752097469195,3008.0152396758117,6864.145655089907,0.1309711547757154,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00011.wav
-53.432594,56.165604,-6.337501,31.602524,4.648096,16.339651,4.1082096,1.8778182,-0.38534987,2.4980185,-0.54528874,0.96003777,0.49098668,3099.082005849926,2728.23313756183,6098.201459632395,0.1402915488447409,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00007.wav
-103.8082,92.46262,-27.213505,39.22121,-23.041712,20.625483,-17.76918,18.951479,-15.207714,16.388754,-14.656909,12.241646,-14.979623,2541.894374434493,2289.5008819088134,5183.456668720998,0.14323520881670534,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00067.wav
-29.0431,51.860497,-7.5676084,21.507437,8.141378,18.118086,6.8945746,6.569047,0.71136457,11.159763,-1.816327,1.63559,-2.5911896,3292.704549878069,2768.0390848656034,6522.435342111895,0.1885523173483103,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00001.wav
-193.1521,89.18025,-19.990849,38.738586,-2.7211246,17.049927,-7.942614,16.082537,-16.751808,7.717519,-15.705438,9.01895,-11.315526,2292.7794270588483,2208.6856602596463,4741.368184454756,0.11640202049497293,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00081.wav
-125.691124,88.54062,-16.764917,42.78476,-9.905495,29.165888,-19.357843,20.46263,-16.48972,15.013232,-8.7628,12.773269,-7.7579846,2574.459664277504,2396.4319550740734,5458.62535799739,0.14611353804137664,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00090.wav
-58.975624,68.86752,-8.4672365,3.615686,5.0683937,3.2651877,13.515075,-1.3705546,1.6674582,3.7045982,-3.7095897,-0.32859468,-2.8358054,3075.0244878578837,3031.615634682487,6847.716803672419,0.13853592662412992,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00029.wav
-68.05401,66.35393,11.858419,21.977438,9.757756,6.6893187,1.5989807,3.808797,0.95074666,4.770767,-4.210415,-0.06348852,-1.2341597,3043.44261890053,2969.142812448396,6612.500283225783,0.13159576203596288,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00026.wav
-71.29619,97.73015,-18.382889,8.58388,5.191988,-0.9440428,0.4582461,1.6218203,-4.7838345,0.061743032,-0.5539029,-4.4585657,-5.319331,2330.184617913994,2437.1730406230477,4644.4354630401685,0.10958987396075019,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00044.wav
-73.086945,71.74661,12.055068,1.4190236,4.5368185,10.854836,3.8677087,0.938452,-5.9773855,9.039347,-2.3677554,3.5528107,-0.1429574,3043.1123946763596,3000.57859278733,6837.516427095417,0.14358338771268367,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00018.wav
-103.1011,107.495964,-33.53895,52.786156,-9.130404,30.337116,-9.325207,23.037296,-11.889161,18.169134,-7.546332,9.400739,-5.4251604,2108.2221109107218,2072.441784892781,4398.119267510151,0.11039008120649652,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00055.wav
-95.78374,122.07248,-29.341267,50.330864,-11.952024,28.39348,-7.055488,11.860459,-8.614768,11.576043,-18.401045,6.876074,-11.656873,1867.9449473321624,1875.1005955510293,3804.782097411543,0.09446561714520495,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00086.wav
-189.154,93.94435,7.849922,41.894196,-7.11126,31.876928,-12.5919695,24.209433,-6.070887,24.529634,-6.031069,16.755129,-2.0233445,2144.867078927163,2403.8472224133425,4947.807152697216,0.0648764531370843,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00064.wav
-32.569878,65.03629,-26.761168,30.300564,5.697337,11.660782,-2.227687,10.421782,-2.373412,5.365474,-3.8786147,-0.86318016,-0.2106437,2801.719944106093,2423.6424425279492,5445.952622059036,0.1643124669216705,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00008.wav
-62.772682,77.844574,3.5485418,26.009861,5.935958,11.293566,11.112388,-1.9588369,1.8317076,9.176684,4.0686727,0.9862056,5.6128936,2875.4360880726217,2761.0276574989916,6020.828480731583,0.1347388129592034,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00043.wav
-35.856197,83.80528,-2.9019706,32.213963,9.144426,4.18242,0.1370866,11.094397,-2.8947356,7.995451,0.62894285,3.6732092,3.7831783,2520.434661747475,2562.6587965455155,5334.772696659483,0.11424808429118774,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00016.wav
-69.63065,83.07227,-16.599928,0.1183711,7.4206076,0.770008,1.3374783,4.695799,-1.4168245,3.3194354,-2.8782651,-8.20215,-5.767511,2624.814629146055,2709.8971083894817,5605.777239522912,0.12021650534126063,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00024.wav
-106.294304,105.61095,-5.504287,50.051487,1.250189,36.981842,-9.61505,23.992409,-8.664799,14.95968,-2.5357456,9.751112,-0.9251958,1887.0062144326305,2190.841931924479,4363.138220979554,0.07361868897428461,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00065.wav
-107.9877,81.93319,-30.605755,41.328526,-8.496704,31.341997,-8.859783,26.03168,-8.266654,17.888088,-4.6463256,7.42504,-4.354049,2387.679352105525,2191.294481593388,4919.995513703596,0.12762833526682135,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00062.wav
-46.762787,103.70078,22.12663,9.223701,2.2584796,-4.7948833,4.798995,0.9515378,-9.411774,-1.0667287,-0.8673272,-5.2795987,-1.7630391,2362.4116318966007,2806.8455038185907,5439.756743039443,0.09022704889307812,../input/gtzan-dataset-music-genre-classification/Data/genres_original/disco/disco.00015.wav
